Station Name,Street Address,City,ZIP,Station Phone,Groups With Access Code,Access Days Time,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,Geocode Status,Latitude,Longitude,Open Date,EV Connector Types,Facility Type,EV Pricing
DISNEY NETWORK 521 C7 01,521 Circle 7 Dr,Glendale,91201,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.15705,-118.289765,2022-08-18,J1772,,
2101 EL SEGUNDO STATION 1,2101 E El Segundo Blvd,El Segundo,90245,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.916895,-118.390378,2022-08-18,J1772,,
DISNEY NETWORK 800 FLOWER 1,800 S Flower St,Burbank,91502,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.172887,-118.304537,2022-08-18,J1772,,
DISNEY NETWORK 800 FLOWER 2,800 S Flower St,Burbank,91502,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.172798,-118.304537,2022-08-18,J1772,,
TUSD - BOHN BOHN ELEM 1,350 E Mt Diablo Ave,Tracy,95376,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.728918,-121.420621,2022-08-18,J1772,,
TUSD - BOHN BOHN ELEM 2,350 E Mt Diablo Ave,Tracy,95376,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.72891,-121.42068,2022-08-18,J1772,,
DIRIDON STATION 1,717 W Julian St,San Jose,95126,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.333913,-121.906664,2022-08-18,J1772,,
Mountain View High School,2900 Parkway Drive,El Monte,91732,855-900-7584,Public,24 hours daily,,3,,,SHELL_RECHARGE,GPS,34.054248,-118.011564,2022-08-18,J1772,,
1126 Vermont Ave,1126 Vermont Ave,Los Angeles,90006,888-356-8911,Public,24 hours daily,,1,,,FLO,GPS,34.05033484,-118.2914783,2022-08-18,J1772,,
2416 W 6th St,2416 W 6th St,Los Angeles,90057,888-356-8911,Public,24 hours daily,,1,,,FLO,GPS,34.06135067,-118.2791268,2022-08-18,J1772,,
Best Western Premier Hotel Del Mar,720 Camino Del Mar,Del Mar,92014,858-755-9765,Public - Credit card at all times,24 hours daily,,1,,,Non-Networked,GPS,32.95158063,-117.2630093,2022-08-17,J1772,HOTEL,
Hyatt Regency La Jolla,3777 La Jolla Village Dr,San Diego,92122,858-552-1234,Public - Credit card at all times,24 hours daily,,3,,,Non-Networked,GPS,32.87119977,-117.225507,2022-08-17,J1772,HOTEL,
Kaiser Permanente Employee Parking Garage,5893 Copley Dr,San Diego,92111,800-464-4000,Public - Credit card at all times,24 hours daily,,6,,,Non-Networked,GPS,32.84480261,-117.1729607,2022-08-17,J1772,PARKING_GARAGE,
Christ Lutheran Church,4761 Cass St,San Diego,92109,858-483-2300,Public - Credit card at all times,24 hours daily,,3,,,Non-Networked,GPS,32.80180076,-117.2527846,2022-08-17,J1772,PARKING_LOT,
Sea World San Diego,500 Sea World Dr,San Diego,92109,619-222-4732,Public - Credit card at all times,24 hours daily,,4,,,Non-Networked,GPS,32.7629975,-117.2268889,2022-08-17,J1772,PARKING_LOT,
Hampton Inn Mission Valley,2151 Hotel Circle S,San Diego,92108,619-295-7600,Public - Credit card at all times,24 hours daily,,2,,,Non-Networked,GPS,32.75873558,-117.1819107,2022-08-17,J1772,HOTEL,
Homewood Suites,2201 Hotel Cir S,San Diego,92108,619-881-6800,Public - Credit card at all times,24 hours daily,,4,,,Non-Networked,GPS,32.75817712,-117.1833897,2022-08-17,J1772,HOTEL,
Cumming Chevrolet,2301 National City Blvd,National City,91950,619-677-6363,Public - Credit card at all times,24 hours daily,,1,,,Non-Networked,GPS,32.66342624,-117.1017647,2022-08-12,J1772,CAR_DEALER,
Starbucks,4290 Main St,Chula Vista,91911,619-409-9170,Public - Credit card at all times,24 hours daily,,1,,,Non-Networked,GPS,32.59444327,-117.0411676,2022-08-12,J1772,PARKING_LOT,
Ayers Hotel Chula Vista,1710 Millenia Ave,Chula Vista,91915,619-870-8400,Public - Credit card at all times,24 hours daily,,2,,,Non-Networked,GPS,32.61828,-116.969416,2022-08-12,J1772,HOTEL,
Viejas Casino and Resot,5000 Willows Rd,Alpine,91901,619-445-5400,Public - Credit card at all times,24 hours daily,,6,,,Non-Networked,GPS,32.840616,-116.708838,2022-08-12,J1772,HOTEL,
San Ysidro Health Center,1388 Buckman Springs Rd,Campo,91906,619-662-4100,Public - Credit card at all times,24 hours daily,,2,,,Non-Networked,GPS,32.63009977,-116.4732937,2022-08-12,J1772,HOSPITAL,
Castaic Creek - Tesla Supercharger,29461 The Old Road,Castaic,91384,877-798-3752,Public,24 hours daily; for Tesla use only,,,12,,Tesla,GPS,34.452256,-118.616132,2022-08-12,TESLA,PARKING_LOT,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
Borrego Springs Welcome Center,786 Palm Canyon Dr,Borrego Springs,92004,949-945-2000,Public - Credit card at all times,24 hours daily,,2,,,EVGATEWAY,GPS,33.25717428,-116.3714574,2022-08-05,J1772,PARKING_LOT,
DISNEY NETWORK 1435 F 01,1435 Flower St,Glendale,91201,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.162704,-118.289919,2022-08-19,J1772,,
DISNEY NETWORK 1435 F02,1435 Flower St,Glendale,91201,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.162597,-118.290051,2022-08-19,J1772,,
OV CAR CHARGER STATION1,3415 Campus Dr,Thousand Oaks,91360,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.226468,-118.881594,2022-08-19,J1772,,
TOPANGA STATION 16,6600 Topanga Canyon Blvd,Canoga Park,91303,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,34.190842,-118.604127,2022-08-19,J1772,,
LA COSTA GLEN NORTH CAMPUS,1991 Lancewood Ln,Carlsbad,92009,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.079461,-117.269655,2022-08-20,J1772,,
LA COSTA GLEN SOUTH CAMPUS,1941 Silverleaf Cir,Carlsbad,92009,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.07466,-117.267485,2022-08-20,J1772,,
TARGET CORP HAWTHORNE 2,2700 W 120th St,Hawthorne,90250,888-758-4389,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,2,,,ChargePoint Network,GPS,33.922427,-118.322002,2022-08-20,J1772,,
LFT-CALABASAS # 1,24151 Ventura Blvd,Calabasas,91302,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.154609,-118.655864,2022-08-20,J1772,,
LFT-CALABASAS # 4,24151 Ventura Blvd,Calabasas,91302,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.154574,-118.655832,2022-08-20,J1772,,
2126 Berkeley Ave,2126 E Berkeley Ave,Los Angeles,93703,888-356-8911,Public,24 hours daily,,1,,,FLO,GPS,34.08393396,-118.2607315,2022-08-20,J1772,,
Main Location,"400 E. Main, Suite 740",Stockton,95202,800-663-5633,Public,,,2,,,SemaCharge Network,GPS,37.952846,-121.284988,2019-08-05,J1772,,FREE
5757 WILSHIRE EV STATION 3,5757 Wilshire Blvd,Los Angeles,90036,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.063669,-118.353557,2022-08-23,J1772,,
5757 WILSHIRE EV STATION 4,5757 Wilshire Blvd,Los Angeles,90036,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.063705,-118.353482,2022-08-23,J1772,,
8302 Foothill Blvd,8302 Foothill Blvd,Los Angeles,91040,888-356-8911,Public,24 hours daily,,1,,,FLO,GPS,34.25978628,-118.3137076,2022-08-23,J1772,,
Three-Way Chevrolet - Plug & Charge,4501 Wible Road,Bakersfield,93313,888-998-2546,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,2,,,Blink Network,GPS,33.010359,-96.673916,2022-08-23,J1772,,Free
"PRBC6AB, LIMITED PARTNERSHIP",31 Rancho Camino Dr.,Pomona,91766,800-663-5633,Public,24 hours daily,,4,,,SemaCharge Network,GPS,34.02574,-117.759638,2022-05-24,J1772,,"$0.00-$2.00/Hr Variable Parking Fee, $0.35/kWh Energy Fee"
OAK PARK OPHS 01,899 Kanan Rd Service Rd,Oak Park,91377,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.171755,-118.758692,2022-08-24,J1772,,
11217 Figueroa St,11217 S Figueroa St,Los Angeles,90044,888-356-8911,Public,24 hours daily,,1,,,FLO,GPS,33.93224239,-118.2827198,2022-08-24,J1772,,
Rodeway Inn,1444 North Coast Hwy,Encinitas,92024,800-663-5633,Public,,,1,,,SemaCharge Network,GPS,33.000349,-117.275489,2022-04-14,J1772,,$0.49/kWh Energy Fee
SVT CHG STATION MONUMENT,2380 First St,Simi Valley,93065,888-758-4389,Public,Mon 6:00am - 9:00pm; Tue 6:00am - 9:00pm; Wed 6:00am - 9:00pm; Thu 6:00am - 9:00pm; Fri 6:00am - 9:00pm; Sat 6:00am - 9:00pm; Sun 6:00am - 9:00pm,,2,,,ChargePoint Network,GPS,34.278318,-118.777728,2022-08-25,J1772,,
9011 Village Dr (US-PC8-J9H-1),9011 Village Dr,Yosemite Valley,95389,866-576-1495,Public,24 hours daily,,1,,,RIVIAN_WAYPOINTS,GPS,37.746565,-119.583774,2022-08-24,J1772,PUBLIC,
Wienerschnitzel - Tesla Supercharger,16246 Sierra Highway,Mojave,93501,877-798-3752,Public,24 hours daily; for Tesla use only,,,12,,Tesla,GPS,35.056792,-118.1746497,2022-08-18,TESLA,HOTEL,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
Hotel Mission De Oro - Tesla Supercharger,13070 CA-33,Santa Nella,95322,877-798-3752,Public,24 hours daily; for Tesla use only,,,8,,Tesla,GPS,37.100253,-121.01207,2022-08-19,TESLA,PARKING_LOT,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
Countryside Plaza - Tesla Supercharger,1680 Countryside Drive,Turlock,95380,877-798-3752,Public,24 hours daily; for Tesla use only,,,16,,Tesla,GPS,37.50877,-120.8761,2022-08-24,TESLA,PARKING_LOT,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW
Hotel del Coronado,1500 Orange Ave,Coronado,92118,619-435-6611,Public,24 hours daily,,12,,,Non-Networked,GPS,32.6819925,-117.1787292,2022-08-22,J1772,HOTEL,
NEMA Apartments,1411 Market Street,San Francisco,94103,888-998-2546,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,2,,,Blink Network,GPS,37.775819,-122.417239,2022-08-25,J1772,,Free
CA-Sacramento Commons (Bldg B),1421 5th St,Sacramento,95814,800-663-5633,Public,,,2,,,SemaCharge Network,GPS,38.576626,-121.502142,2022-04-11,J1772,,$1.00-$2.00/Hr Variable Parking Fee
DLR PIXAR 01,1150 Magic Way,Anaheim,92802,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.813025,-117.926279,2022-08-26,J1772,,
1534 N Highland Ave,1534 N Highland Ave,Los Angeles,90028,888-356-8911,Public,24 hours daily,,1,,,FLO,GPS,34.09897462,-118.3385405,2022-08-26,J1772,,
2998 S Hoover St,2998 S Hoover St,Los Angeles,90007,888-356-8911,Public,24 hours daily,,1,,,FLO,GPS,34.02790259,-118.2840756,2022-08-26,J1772,,
BROADCOM 15101 ALTON 4,15101 Alton Pkwy,Irvine,92618,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.648317,-117.72872,2022-08-27,J1772,,
TRAC953 CHARGER #34,5655 Hood Wy,Tracy,95377,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.728599,-121.507505,2022-08-27,J1772,,
Fortuna,1805 Alamar Way,Fortuna,95540,855-900-7584,Public,24 hours daily,,2,2,,SHELL_RECHARGE,GPS,40.578868,-124.15304,2022-08-27,CHADEMO J1772 J1772COMBO,,
"Target T2760 (Oxnard, CA)",2850 N oxnard Blvd,Oxnard,93036,833-632-2778,Public,24 hours daily,,,6,,Electrify America,GPS,34.24328,-119.17816,2022-08-27,CHADEMO J1772COMBO,,
4584 Santa Monica Blvd,4584 Santa Monica Blvd,Los Angeles,90029,888-356-8911,Public,24 hours daily,,1,,,FLO,GPS,34.09094859,-118.2887175,2022-08-27,J1772,,
21620 Burbank Blvd,21620 Burbank Blvd,Los Angeles,91367,888-356-8911,Public,24 hours daily,,1,,,FLO,GPS,34.17319832,-118.6005105,2022-08-27,J1772,,
BUREAU FRIANT ST1,17814 N Friant Rd,Friant,93626,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,36.988969,-119.711996,2022-08-28,J1772,,
Schneider Electric,26521 Rancho Parkway S,Lake Forest,92630,800-663-5633,Public,,,4,,,SemaCharge Network,GPS,33.673873,-117.670526,2020-11-24,J1772,,FREE
101 S ELLSWORTH STATION 3,101 S Ellsworth Ave,San Mateo,94401,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.566583,-122.324348,2022-08-30,J1772,,
TRAC953 CHARGER #36,5655 Hood Wy,Tracy,95377,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.728734,-121.507597,2022-08-30,J1772,,
ONE CAL PLAZA P1 07,300 S Grand Ave,Los Angeles,90071,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.052376,-118.250755,2022-08-30,J1772,,
The Perch Apartments,4247 Eagle Rock Blvd,Los Angeles,90065,888-998-2546,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,5,,,Blink Network,GPS,34.123196,-118.224034,2022-08-30,J1772,,Free
PEPPERDINE U. DRESCHER 4,24255 Pacific Coast Hwy,Malibu,90263,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.046418,-118.715064,2022-08-31,J1772,,
PEPPERDINE U. DRESCHER 3,24255 Pacific Coast Hwy,Malibu,90263,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.04657,-118.71532,2022-08-31,J1772,,
PEPPERDINE U. DRESCHER 1,24255 Pacific Coast Hwy,Malibu,90263,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.046574,-118.715272,2022-08-31,J1772,,
PEPPERDINE U. DRESCHER 2,24255 Pacific Coast Hwy,Malibu,90263,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.046569,-118.715178,2022-08-31,J1772,,
ST MARYS SCHOOL STATION 2,6880 N Victoria Windrows Loop,Rancho Cucamonga,91739,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.129112,-117.52873,2022-08-31,J1772,,
PES. EV#6,2004 Park Pl,El Segundo,90245,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,33.904468,-118.395224,2022-08-31,J1772,,
PES. EV#5,2004 Park Pl,El Segundo,90245,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,33.904456,-118.395172,2022-08-31,J1772,,
PES. EV#4,2004 Park Pl,El Segundo,90245,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.904567,-118.39496,2022-08-31,J1772,,
PES. EV#1,2004 Park Pl,El Segundo,90245,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.90451,-118.394788,2022-08-31,J1772,,
PES. EV#3,2004 Park Pl,El Segundo,90245,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.904545,-118.394901,2022-08-31,J1772,,
INFINERA STATION 2,6373 San Ignacio Ave,San Jose,95119,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.2378,-121.783195,2022-08-31,J1772,,
IRVINE  CO  OFC 4830 EASTGATE 2,4830 Eastgate Mall,San Diego,92121,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,32.882064,-117.204845,2022-08-31,J1772,,
IRVINE  CO  OFC 4830 EASTGATE 1,4830 Eastgate Mall,San Diego,92121,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,32.882075,-117.204801,2022-08-31,J1772,,
Crescent City,1000 Front St,Crescent City,95531,855-900-7584,Public,24 hours daily,,2,2,,SHELL_RECHARGE,GPS,41.751906,-124.194696,2022-08-31,CHADEMO J1772 J1772COMBO,,
City of Chula Vista - Towne Center Parking Structure,340 F Street,Chula Vista,91910,888-998-2546,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,5,,,Blink Network,GPS,32.640187,-117.080678,2022-08-31,J1772,,Free
BROADCOM 15191 ALTON 2,15191 Alton Pkwy,Irvine,92618,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.649542,-117.731491,2022-09-01,J1772,,
101 LOMBARD ST LEVI'S PLAZA 2,155 Greenwich St,San Francisco,94111,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.8029,-122.40271,2022-09-02,J1772,,
VHMB DC FAST 2,1000 Mercedes Ln,El Dorado Hills,95762,888-758-4389,Public,24 hours daily,,,1,,ChargePoint Network,GPS,38.65342,-121.065149,2022-09-02,CHADEMO J1772COMBO,,
DH CHARGE 1 L1,933 Poplar St,South Lake Tahoe,96150,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,38.959129,-119.945607,2022-09-02,J1772,,
LONGOTOYOTA PAVILION 2,3534 N Peck Rd,El Monte,91731,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.068965,-118.021934,2022-09-02,J1772,,
LONGOTOYOTA PAVILION 1,3534 N Peck Rd,El Monte,91731,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,34.069001,-118.021901,2022-09-02,J1772,,
ORIDGE STATION 1,5796 Armada Dr,Carlsbad,92008,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.126674,-117.31636,2022-09-02,J1772,,
ORIDGE STATION 2,5796 Armada Dr,Carlsbad,92008,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.126481,-117.31629,2022-09-02,J1772,,
ORIDGE STATION 3,5796 Armada Dr,Carlsbad,92008,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,33.126575,-117.316341,2022-09-02,J1772,,
321 S Gardner St,321 S Gardner St,Los Angeles,90036,855-900-7584,Public,24 hours daily,,1,,,SHELL_RECHARGE,GPS,34.069487,-118.353125,2022-09-02,J1772,,
Civic Square,4890 Bernal Ave,Pleasanton,94566,925-434-5154,Public,24 hours daily,,10,,,Non-Networked,200-9,37.655935,-121.880261,2022-07-22,J1772,MULTI_UNIT_DWELLING,
ECOLOGY ACTION CEDAR STREET 1,877 Cedar St,Santa Cruz,95060,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,36.974059,-122.02811,2022-09-03,J1772,,
CSR OFF NETWORK1,17011 Bollinger Canyon Rd,San Ramon,94582,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.753405,-121.91057,2022-09-03,J1772,,
SLORTA EMPLOYEE-1,165 Elks Ln,San Luis Obispo,93401,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,35.257573,-120.673002,2022-09-03,J1772,,
SLORTA PUBLIC-1,255 Elks Ln,San Luis Obispo,93401,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,35.257444,-120.672637,2022-09-03,J1772,,
SLORTA EMPLOYEE-2,255 Elks Ln,San Luis Obispo,93401,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,35.257556,-120.672961,2022-09-03,J1772,,
SLORTA PUB-DISABLED-1,255 Elks Ln,San Luis Obispo,93401,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,35.25739,-120.67245,2022-09-03,J1772,,
SLORTA EMPLOYEE-3,255 Elks Ln,San Luis Obispo,93401,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,35.257543,-120.672907,2022-09-03,J1772,,
6264 Selma Ave,6264 Selma Ave,Los Angeles,90028,855-900-7584,Public,24 hours daily,,1,,,SHELL_RECHARGE,GPS,34.099758,-118.325994,2022-09-03,J1772,,
LONG BEACH BMW CHARGER #3,1660 E Spring St,Long Beach,90806,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,33.810444,-118.170815,2022-09-06,J1772,,
LONG BEACH BMW CHARGER #2,1660 E Spring St,Long Beach,90806,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,33.810458,-118.17085,2022-09-06,J1772,,
LONG BEACH BMW CHARGER #1,1660 E Spring St,Long Beach,90806,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,33.810724,-118.170942,2022-09-06,J1772,,
PSSUBARU SUBARU 1,67925 E Palm Canyon Dr,Cathedral City,92234,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,33.784587,-116.476662,2022-09-06,J1772,,
PSSUBARU SUBARUBODYSHOP2,67925 E Palm Canyon Dr,Cathedral City,92234,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,33.784611,-116.476698,2022-09-06,J1772,,
CT D2 RESTAREA 2,CA-299,Douglas City,96024,888-758-4389,Public,24 hours daily,,,1,,ChargePoint Network,GPS,40.666924,-122.943794,2022-09-07,CHADEMO J1772COMBO,,
SACRAMENTO EAFWTP-1,7501 College Town Dr,Sacramento,95826,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.55751,-121.417479,2022-09-07,J1772,,
SACRAMENTO EAFWTP-2,7501 College Town Dr,Sacramento,95826,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.557396,-121.41748,2022-09-07,J1772,,
SACRAMENTO EAFWTP-3,7501 College Town Dr,Sacramento,95826,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.557253,-121.417463,2022-09-07,J1772,,
SACRAMENTO NNCCAC-5,2601 New Market Drive,Sacramento,95835,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.65894,-121.52112,2022-09-07,J1772,,
SACRAMENTO NNCCAC-6,2601 New Market Drive,Sacramento,95835,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,38.658894,-121.521126,2022-09-07,J1772,,
SACRAMENTO NNCCAC-1,2601 New Market Drive,Sacramento,95835,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.65916,-121.521126,2022-09-07,J1772,,
SACRAMENTO NNCCAC-2,2601 New Market Drive,Sacramento,95835,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.65899,-121.521126,2022-09-07,J1772,,
SACRAMENTO NNCCAC-3,2601 New Market Drive,Sacramento,95835,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.65911,-121.521126,2022-09-07,J1772,,
SACRAMENTO NNCCAC-4,2601 New Market Drive,Sacramento,95835,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.65904,-121.521126,2022-09-07,J1772,,
STANTON EV 3,7800 Katella Avenue Floor B # 5,Stanton,90680,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,33.80158,-117.99636,2022-09-08,J1772,,
STANTON EV 2,7800 Katella Ave Floor B #4,Stanton,90680,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,33.800758,-117.993576,2022-09-08,J1772,,
STANTON STATION 127,7800 Katella Ave Floor B #7,Stanton,90680,888-758-4389,Public,24 hours daily,,1,,,ChargePoint Network,GPS,33.80074,-117.993684,2022-09-08,J1772,,
SACRAMENTO 35TH AVE #3,1395 35th Ave,Sacramento,95822,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.523075,-121.50636,2022-09-08,J1772,,
SACRAMENTO 35TH AVE #4,1395 35th Ave,Sacramento,95822,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.523072,-121.506442,2022-09-08,J1772,,
SACRAMENTO 35TH AVE #2,1395 35th Ave,Sacramento,95822,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.523083,-121.50655,2022-09-08,J1772,,
SACRAMENTO 35TH AVE #1,1395 35th Ave,Sacramento,95822,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,38.52292,-121.5066,2022-09-08,J1772,,
MILLS GARAGE MILLS GARAGE,220 Montgomery St,San Francisco,94104,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,37.791303,-122.402356,2022-09-08,J1772,,
1 CULVER APPLE L2 STATION 17,10000 Washington Blvd,Culver City,90232,888-758-4389,Public,24 hours daily,,2,,,ChargePoint Network,GPS,34.02057,-118.397862,2022-09-08,J1772,,
